BCF,group,smiles
1.6320922,training,ClCC(Cl)(Cl)CCl
1.6497185,test,COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl
1.6538507,training,CCCCCCCCCCCCCCCC
1.6699352,test,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
1.676851,training,Oc1ccc(-c2ccccc2)cc1
1.685076,training,FC(F)(F)c1ccccc1
1.7137638,test,O=[N+]([O-])c1ccccc1Cl
1.7341738,training,CN(C)C1CSSC1
1.749745,training,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1
1.7525483,training,CC(C)(C)c1ccc(O)cc1
1.763428,training,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O
1.7729094,training,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1
1.7930917,training,Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl
1.80618,training,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl
1.811202,valid,Oc1ccc(Cl)c(Cl)c1
1.8208387,training,N#CSCSc1nc2ccccc2s1
1.8340576,training,COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1
1.8361759,test,Cc1ccc(Cl)cc1
1.8382306,training,ClC(Cl)=C(Cl)Cl
1.8427675,valid,OC(c1ccccc1)c1ccc(Cl)cc1
1.8500333,training,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1
1.8667537,training,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C
1.8796692,test,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-]
1.8833407,training,Oc1ccc(Cl)cc1Cl
1.8921483,training,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl
1.8925517,training,Oc1c(Cl)cc(Cl)cc1Cl
1.8976271,training,CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1
1.8996865,training,CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1
1.9014933,test,FC(Cl)(Cl)C(F)(Cl)Cl
1.904654,training,Cc1ccccc1Cl
1.9071535,training,C=Cc1ccncc1
1.9122778,training,CCCCOCCCC
1.9157442,training,Oc1cc(Cl)cc(Cl)c1
1.9160975,training,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1S(=O)(=O)O
1.9170007,training,O=[N+]([O-])c1ccc(Cl)c(Cl)c1
1.9220763,training,COc1cc(Cl)c(Cl)cc1O
1.9294189,test,CSc1nc(NC(C)C)nc(NC(C)C)n1
1.9542425,valid,Nc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1
1.9654478,training,C1CCCCC1
1.9688251,test,CCCCCCCCN(CCCCCCCC)CCCCCCCC
1.9718844,training,C=C(C)c1ccccc1
1.9731278,training,CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl
1.992228,training,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
1.9933268,training,Nc1c(Oc2ccc(Br)cc2)cc(O)c2c1C(=O)c1ccccc1C2=O
1.9956352,training,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1
2,training,O=C1c2ccccc2C(=O)c2ccccc21
2,training,Nc1ccc(Cl)c(Cl)c1Cl
2.0064569,training,Oc1c(Cl)cc(Cl)c(Cl)c1Cl
2.0156035,training,O=[N+]([O-])c1ccc(Cl)cc1C(F)(F)F
2.0293837,training,c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12
2.0325284,training,ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C1(Cl)C(Cl)=C(Cl)C4(Cl)C1(Cl)Cl
2.0400085,training,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl
2.0505149,training,C/C=C1\CC2C=CC1C2
2.0644579,training,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1
2.0650964,test,CCN(CC)c1ccccc1
2.0751283,test,Nc1cccc2c1C(=O)c1ccccc1C2=O
2.0780299,training,Nc1c(Cl)cc(Cl)cc1Cl
2.0844057,valid,BrCCCCCCCCCCBr
2.091166,training,COc1ccc(C(=O)c2ccccc2)c(O)c1
2.0967894,test,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O
2.1055641,training,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1
2.1149287,training,ClC(Cl)(Cl)C(Cl)(Cl)Cl
2.1188138,training,CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1
2.1226642,test,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
2.1280563,training,c1ccc2c(c1)[nH]c1ccccc12
2.1418612,training,O=C1c2ccccc2-c2cccc3cccc1c23
2.1511443,training,Oc1c(Cl)c(Cl)cc(Cl)c1Cl
2.170126,training,COc1cc(Cl)c(Cl)c(Cl)c1O
2.2041199,test,CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1
2.2070935,training,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O
2.217484,training,CCCCCCCCn1sccc1=O
2.2291224,training,CCCCOC(=O)c1ccccc1C(=O)OCCCC
2.24,training,c1ccc2c(c1)ccc1c3ccccc3ccc21
2.2522602,test,C=CC1CC=CCC1
2.2556143,training,Cc1ccc(C)c(C)c1
2.2559416,training,CC(C)(c1cc(Br)c(OCCO)c(Br)c1)c1cc(Br)c(OCCO)c(Br)c1
2.2602351,training,COP(=S)(OC)Oc1ccc(SC)c(C)c1
2.2672217,training,CCN(CC)C(=O)SCc1ccc(Cl)cc1
2.2824762,valid,CCCCCCCCc1ccc(O)cc1
2.2849002,training,Brc1ccc(Br)cc1
2.2892101,training,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl
2.2992237,test,c1ccc(Nc2ccccc2)cc1
2.3137972,training,COc1cccc2ccccc12
2.3199546,test,FC(F)(F)c1cccc(Cl)c1
2.3214321,training,Cc1cccc(C)c1C
2.3304138,training,Nc1cc(Cl)c(Cl)cc1Cl
2.3396366,test,O=C1c2ccccc2C(=O)c2cc(Cl)ccc21
2.3475246,training,ClC1CCCCC1
2.3598354,training,Nc1cc(Cl)c(Cl)c(Cl)c1
2.359998,training,c1ccc2ccccc2c1
2.3672264,test,CC1CCCCC1
2.3693547,test,CC(C)CCOCCC(C)C
2.3710184,training,CCNc1cccc2ccccc12
2.3737779,training,O=C1c2ccccc2C(=O)c2c(O)cccc21
2.3800001,training,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54
2.3877368,training,c1ccc(Nc2ccc3ccccc3c2)cc1
2.3899534,test,Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2
2.3944516,valid,c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1
2.3979399,training,C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1
2.4000001,test,c1ccc2nc3ccccc3cc2c1
2.4044919,training,BrCC(CBr)(CBr)CBr
2.4070468,training,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl
2.4100001,training,c1ccc2c(c1)c1ccccc1c1ccccc21
2.4100001,training,Cc1ccc2cc3ccccc3cc2c1
2.4120104,training,C1=CC2C3C=CC(C3)C2C1
2.4211912,training,O=C1c2ccccc2C(=O)c2c(Cl)cccc21
2.4255497,training,Cc1cc(C)cc(C)c1
2.4401412,training,CC12CCC(/C(=C\c3ccccc3)C1=O)C2(C)C
2.4485385,training,ClC1C(Br)C(Br)C(Br)C(Br)C1Br
2.4553459,test,Oc1cc(Cl)c(Cl)cc1Cl
2.4589841,training,Cc1c(Br)c(Br)c(Br)c(Br)c1Br
2.4709857,training,c1ccc2c(c1)CCCC2
2.4764473,training,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1
2.4794302,training,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1
2.4856005,training,CC(C)=CC=C(C)C
2.5000341,training,Clc1ccccc1Cl
2.509995,training,COc1c(O)cc(Cl)c(Cl)c1Cl
2.51,valid,CC(C)CCCCCCCO
2.5108116,training,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1
2.5176098,valid,c1ccc(COCc2ccccc2)cc1
2.5226095,training,C1=Cc2cccc3cccc1c23
2.5255847,training,COc1c(Cl)ccc(Cl)c1Cl
2.5398581,training,Clc1cccc(Cl)c1
2.54,training,c1ccc2cc3c(ccc4ccccc43)cc2c1
2.5462458,training,CCC(C)c1cccc(C(C)CC)c1O
2.5463533,training,CCCCCCCCCc1ccc(O)cc1
2.5623825,training,Cc1cc2ccccc2c2ccccc12
2.5627949,test,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
2.5943925,valid,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1
2.5943925,training,CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)n1ccnc1
2.5943925,training,Cc1cc(C2CC2)nc(Nc2ccccc2)n1
2.5950677,training,Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1
2.6204329,valid,CCOP(=S)(OCC)SCCSCC
2.6234961,valid,ClC(c1ccccc1)(c1ccccc1)c1ccccc1
2.6267986,test,CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1
2.6300001,valid,Clc1cccc(-c2cccc(Cl)c2)c1
2.637162,training,c1ccc(Oc2ccccc2)cc1
2.6664958,valid,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
2.6698322,training,Clc1ccc(Cl)cc1
2.6712868,test,c1ccc2c(c1)Nc1ccccc1S2
2.6883678,test,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1
2.6905005,training,ClCCOC(c1ccccc1)c1ccccc1
2.7048755,training,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1
2.7081122,training,CCc1cc2ccccc2c2ccccc12
2.71,training,Cc1cc2ccccc2cc1C
2.7101173,training,Oc1c(Br)cc(Br)cc1Br
2.7175653,valid,O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl
2.72,training,Cc1c2ccccc2cc2ccccc12
2.7226338,training,O=C(Cc1ccccc1)N/C(=N\OCC1CC1)c1c(C(F)(F)F)ccc(F)c1F
2.7277358,training,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
2.73,training,Cc1ccc2ccc3cccc4ccc1c2c34
2.73,training,CC(C)CCCCCCCCCCO
2.7308159,training,c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34
2.7336352,training,CCc1ccc(CC)cc1
2.7465036,training,c1cc2ccc3cccc4ccc(c1)c2c34
2.76,training,COP(=O)(OC)Oc1ccccc1
2.7720113,training,Cc1cccc(C(C)C)c1
2.7751248,test,COc1cc(Cl)c(Cl)cc1Cl
2.7781513,training,Brc1cccc(Br)c1
2.8,training,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12
2.8051057,test,CCCCCCCCCCCC
2.80618,training,COc1c(Cl)cc(Cl)cc1Cl
2.8122654,training,CCc1cccc(CC)c1
2.8130953,training,c1ccc2c(c1)Cc1ccccc1-2
2.8199999,training,Cc1ccc(C)c(C)c1C
2.8241258,training,CCc1ccc(-c2ccccc2)cc1
2.8294623,training,C=C(C)CC(C)(C)C
2.8525691,test,O[Si](c1ccccc1)(c1ccccc1)c1ccccc1
2.8591383,test,Cc1ccc(C)c(C(C)c2ccccc2)c1
2.8699999,training,CC1C=CCC(C)(C)C1
2.8708713,valid,CCOP(=S)(OCC)O/N=C(\C#N)c1ccccc1
2.8800001,training,Clc1cc2c(cc1Cl)Oc1ccccc1O2
2.8809466,training,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1
2.8947721,training,Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2
2.9049821,training,C=C(C)c1ccc(Cl)cc1
2.9100001,training,C1CCC2CCCC2C1
2.9297106,training,CC(C)COc1ccc2ccccc2c1
2.9548554,training,Clc1cccc(Cl)c1Cl
2.9634688,training,c1cc2c3c(cccc3c1)CC2
2.9637878,test,COc1ccc(Cl)c(Cl)c1Cl
2.9699419,training,C=C1C2CCC(C2)C1(C)C
2.9950247,test,c1ccc(Cc2ccccc2)cc1
3,training,Cc1ccc2cc(C)c(C)cc2c1
3.0057714,training,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl
3.01,training,Clc1ccc2c(c1)oc1c(Cl)cccc12
3.0305998,training,CC(Cc1ccc(C(C)(C)C)cc1)CN1C[C@H](C)O[C@H](C)C1
3.0472143,training,Clc1ccc(Cl)c(Cl)c1
3.0858464,training,CCCCCc1ccc2c(c1)C(=O)c1ccccc1C2=O
3.0910804,training,COc1cc(Cl)cc(Cl)c1Cl
3.0937958,test,C=COCC(CC)CCCC
3.1099999,test,Clc1cc(Cl)cc(-c2ccccc2)c1
3.1099999,test,Clc1ccc2oc3cc(Cl)c(Cl)c(Cl)c3c2c1
3.1100261,test,c1ccc(-c2ccccc2-c2ccccc2)cc1
3.1102271,test,Cc1ccc2ccccc2c1
3.1186113,valid,Oc1c(C2CCCCC2)cccc1C1CCCCC1
3.1199999,test,CC1CCC(C)c2ccccc21
3.1199999,training,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3.120574,training,Clc1cc(Cl)c(Cl)c(Cl)c1
3.1328056,training,c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1
3.1395643,test,CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1
3.1500001,training,CCCCCCCCC
3.1557574,test,c1ccc2c(c1)sc1ccccc12
3.1580827,training,CCCCC(CC)CN1C(=O)C2C(C1=O)C1(C(C)C)C=CC2(C)CC1
3.1591854,training,CC(C)c1cccc(C(C)C)c1
3.1743505,training,CC(C)[C@H](C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1
3.1760912,training,FC(F)(F)c1ccc(Cl)c(Cl)c1
3.1800001,test,Cc1cccc2c1ccc1ccccc12
3.1800001,training,CCCCC(C)CCCC(C)C
3.1800001,training,Brc1ccc(Br)c(Br)c1Br
3.1813931,training,C=CCCCCCCC
3.1888602,training,c1ccc2c(c1)oc1ccccc12
3.1989343,training,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
3.22,test,C=CCCCCCCCC
3.2505436,test,c1ccc2cc3ccccc3cc2c1
3.2522414,training,CC(CC(C)(C)C)CC(C)(C)C
3.2545595,training,O=[N+]([O-])c1c(Cl)c(Cl)cc(Cl)c1Cl
3.2643454,training,Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1
3.29,training,C/C(=C/C(C)(C)C)CC(C)(C)C
3.29,training,CCCCCCC1CCCCC1
3.29,training,C/C(=C\C(C)C)CC(C)C
3.2900345,test,CC1(C)[C@H](/C=C(\Cl)C(F)(F)F)[C@@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1
3.3,test,CC(C)CC1CCCCC1
3.3048127,training,O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1
3.3057075,training,Clc1cc(Cl)cc(Cl)c1
3.3124473,training,c1ccc2c(c1)ccc1ccccc12
3.3161798,test,c1ccc(Nc2cccc3ccccc23)cc1
3.318506,training,Cc1ccc(C)c(Cc2ccccc2)c1
3.3199999,training,CCCCC(C)C(C)C
3.3199999,training,CCCCCCC(CC)CC
3.3299999,training,Cc1ccc2c(c1)CCCC2(C)C
3.3299999,training,Clc1c(Cl)c(Cl)c2ccccc2c1Cl
3.3399999,training,CC1CC(C)CC(C)C1
3.3399999,training,CCCCCCCC(C)C(C)(C)C
3.3498785,training,COc1cc(Cl)c(Cl)c(Cl)c1Cl
3.3499999,training,Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)c(Cl)c1O2
3.374162,test,Cc1cc(C)c2ccccc2c1
3.3791196,training,Nc1ccc(Cc2ccc(N)c(Cl)c2Cl)c(Cl)c1Cl
3.4000001,test,C=CCCCCCCCCCC
3.4095802,training,Brc1ccc(Br)c(Br)c1
3.4100001,training,Clc1ccc2c(c1)oc1cc(Cl)c(Cl)c(Cl)c12
3.4300001,valid,C=CCCC(CC)CCCC
3.4406583,test,c1ccc2c(c1)-c1cccc3cccc-2c13
3.4640374,training,Clc1cc2ccccc2c2ccccc12
3.4771214,training,Cc1c(F)c(F)c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)c(F)c1F
3.5,training,COc1cc(Cl)c(Cl)c(Cl)c1OC
3.5,training,CC(C)C1CCC(C(C)C)CC1
3.5,training,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2
3.501828,training,ClC(COCC(Cl)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
3.51,training,c1ccc(-c2cccc3ccccc23)cc1
3.5133507,training,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
3.52,training,C1CCC2CCCCC2C1
3.53,training,Clc1ccccc1-c1ccccc1Cl
3.5358148,valid,CC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)C)c1
3.539485,valid,Brc1cc(Br)cc(Br)c1
3.5797837,training,Clc1ccc(-c2ccc(Cl)cc2)cc1
3.5907998,test,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
3.5999999,training,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3.6048822,training,Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1
3.6300001,training,Clc1ccc2ccccc2c1
3.6446123,training,Clc1cc(Cl)c(Oc2ccccc2)cc1Cl
3.6470294,training,CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1
3.6500001,training,CC1CC(C)CC(C)(C)C1
3.6513577,valid,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-]
3.6570122,training,Clc1ccc(Cl)c(Cl)c1Cl
3.6600001,training,Clc1ccc2oc3ccc(Cl)cc3c2c1
3.6812413,training,Cc1cc(Cl)c(Cl)cc1Cl
3.6966357,training,Clc1ccccc1NNc1ccccc1Cl
3.7054594,training,Clc1cc(Cl)c(Cl)cc1Cl
3.72,training,Clc1cccc(-c2ccccc2)c1Cl
3.73,training,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
3.748188,training,Clc1ccc(Cl)c2ccccc12
3.766711,valid,Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl
3.7672281,training,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl
3.79,training,Clc1ccc(Oc2ccc(Cl)cc2Cl)cc1
3.7993405,valid,Brc1cc(Br)c(Br)cc1Br
3.80618,test,ClC1=C(Cl)C2(Cl)CC1(Cl)C(Cl)=C2Cl
3.80618,training,ClC1=C(Cl)C2(Cl)C=CC1(Cl)C2(Cl)Cl
3.8089426,training,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
3.8220084,training,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl
3.8599999,training,Clc1ccc(Cl)c(-c2ccccc2)c1
3.9005077,test,C1=C/CC/C=C/CC/C=C/CC/1
3.9051077,training,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl
3.9329021,training,Clc1cc(Cl)c(Cl)c(Cl)c1Cl
3.95,test,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
3.95,training,Clc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)c(Cl)c1
3.9634507,training,ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl
3.9669166,test,Clc1cc(Cl)c(-c2ccccc2)cc1Cl
3.968483,valid,Clc1ccc(Oc2ccccc2)c(Cl)c1
3.975208,training,CC(C)(C)c1cc(-c2ccccc2)cc(C(C)(C)C)c1O
3.9775,training,C1CCCCCCCCCCC1
3.98,training,Cc1c(Cl)c(Br)c(Br)c(Br)c1Br
3.9954152,training,Brc1ccc(-c2ccc(Br)cc2)cc1
4.02,test,Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c1
4.024179,training,CC1CC(C)(C)CC(OOC(C)(C)C)(OOC(C)(C)C)C1
4.0492182,training,ClC1=C(Cl)C2(Cl)C(Cl)CC1(Cl)C2(Cl)Cl
4.0500002,valid,Clc1ccc(-c2cc(Cl)ccc2Cl)cc1
4.0666246,test,Clc1ccc(-c2ccc(Cl)c(Cl)c2)cc1Cl
4.0799999,training,Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1Cl
4.0852528,training,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
4.1100001,test,Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)cc1
4.1106749,training,CC(C)c1ccc2ccccc2c1
4.1399999,training,Clc1ccc(Oc2ccc(Cl)cc2Cl)c(Cl)c1
4.1700001,training,Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl
4.1815796,training,CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
4.2095714,training,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
4.21,test,Clc1ccc(Oc2cc(Cl)c(Cl)cc2Cl)c(Cl)c1
4.2399998,training,Clc1ccc(Oc2ccc(Cl)c(Cl)c2)c(Cl)c1
4.2600002,test,Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1
4.2800002,training,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl
4.2804308,test,ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl
4.3299999,test,Clc1ccc(-c2ccc(Cl)cc2Cl)cc1
4.337575,training,Clc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1Cl
4.3605638,test,CC(Br)(CBr)COc1c(Br)cc(Br)cc1Br
4.3800001,training,Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl
4.3899999,training,Clc1cc(-c2ccccc2)c(Cl)c(Cl)c1Cl
4.390461,training,Clc1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1
4.3916597,test,CC(C)(C)c1cc(C(C)(C)C)cc(C(C)(C)C)c1
4.4000196,training,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1OC
4.46,training,Clc1ccc(Cl)c(-c2c(Cl)cccc2Cl)c1
4.5100002,training,ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1
4.5300002,training,Clc1ccc(-c2cccc(Cl)c2Cl)c(Cl)c1
4.5599999,test,Clc1ccc(-c2ccc(Cl)c(Cl)c2)c(Cl)c1
4.57657,training,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2
4.5799999,training,Clc1cc(Cl)c(-c2cc(Cl)ccc2Cl)c(Cl)c1
4.6300001,training,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1
4.6365786,training,Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1
4.6799998,training,Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2)cc1Cl
4.71,training,Clc1cc(Cl)c(Cl)c(-c2ccccc2)c1Cl
4.8099999,training,Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1
4.8099999,training,Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2)c(Cl)c1
4.8499999,test,Clc1cc(Cl)cc(-c2cc(Cl)ccc2Cl)c1
4.8499999,valid,Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl
5.6938305,training,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl
