Carcinogenicity,group,smiles
1,training,COc1cc2c(c3c1c(=O)c1ccccc1n3C)C=CC(C)(C)O2
1,training,COc1cc2c(c3oc(=O)c4c(c13)CC[C@H]4O)[C@@H]1C=CO[C@H]1O2
1,training,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2
1,training,COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1C=COC1O2
1,training,COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2
1,training,COc1cc2c(cc1N)oc1ccccc12
1,training,COc1ccc([N+](=O)[O-])cc1N
0,training,COc1ccc([N+](=O)[O-])cc1N/N=C1/C(=O)C(C(=O)Nc2cccc([N+](=O)[O-])c2)=Cc2ccccc21
1,training,COc1ccc(C(=O)/C(Br)=C\C(=O)[O-])cc1
1,training,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1
0,training,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1
0,training,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1
1,training,COc1ccc(C)cc1N
0,training,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1
1,training,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
1,training,COc1ccc(N)c(C)c1
0,training,COc1ccc(N)c(OC)c1
0,training,COc1ccc(N)cc1
1,training,COc1ccc(N)cc1N
1,training,COc1ccc(O)c(C(C)(C)C)c1
1,training,COc1ccc(O)cc1
1,training,COc1ccc(OC)c(/C=C/c2ccc(N)cc2)c1
1,training,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
0,training,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314
1,training,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1
1,valid,COc1cccc(O)c1O
1,test,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
1,valid,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)[O-])cc3c(c12)OCO3
1,training,COc1ccccc1[N+](=O)[O-]
1,training,COc1ccccc1N
0,training,COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1
0,training,COP(=O)(OC)C(O)C(Cl)(Cl)Cl
1,training,COP(=O)(OC)N1CCOCC1
0,training,COP(=O)(OC)OC
1,training,COP(=O)(OC)OC=C(Cl)Cl
0,training,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1
0,training,COP(=S)(OC)Oc1ccc(SC)c(C)c1
0,training,COP(=S)(OC)SCCNC(C)=O
0,training,COP(=S)(OC)SCn1nnc2ccccc2c1=O
1,valid,COP(C)(=O)OC
0,training,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1
0,training,CS(=O)(=O)OCCCCOS(C)(=O)=O
0,training,CS(=O)(=O)OCCCNCCCOS(C)(=O)=O
0,training,CSCCC(N)C(=O)O
1,training,N#[N+]/C=C(\[O-])OC[C@H](N)C(=O)O
1,training,N#[N+]c1cc(CCN)ccc1[O-]
0,training,N#CC(C#N)=Cc1ccccc1Cl
1,valid,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl
0,training,N#Cc1ccc(C2CCCc3cncn32)cc1
0,training,N#CSCc1ccccc1
0,training,N/C(=N\O)c1ccc([N+](=O)[O-])o1
0,training,N[C@@H](CC(=O)O)C(=O)[O-]
0,training,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
1,training,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
0,training,N[C@@H](Cc1cnc[nH]1)C(=O)O
0,training,N[C@@H](CCC(=O)O)C(=O)[O-]
0,valid,N[C@@H](CS)C(=O)O
0,test,N[C@H](CCC(=O)O)C(=O)O
1,training,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1
0,training,N=c1ccn2c(n1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]12
1,valid,NC(=O)/C(=C\c1ccc([N+](=O)[O-])o1)c1ccco1
0,training,NC(=O)c1ccccc1C(N)=O
0,training,NC(=O)c1cnccn1
1,training,NC(=O)Cc1c([O-])on[n+]1Cc1ccccc1
0,training,NC(=O)CCCCC(N)=O
1,training,NC(=O)CCCCn1ccc(NC(N)=NCC(F)(F)F)n1
1,training,NC(=O)N(CC(=O)O)N=O
1,valid,NC(=O)N(CCCO)N=O
1,training,NC(=O)N(CCF)N=O
1,training,NC(=O)N(CCO)N=O
1,training,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1
0,training,NC(=O)N/N=C/c1ccco1
0,training,NC(=O)NC1NC(=O)NC1=O
1,training,NC(=O)OCC(COC(N)=O)c1ccccc1
0,valid,NC(=S)Nc1ccccc1
0,training,NC(Cc1c[nH]c2ccccc12)C(=O)O
0,training,NC(Cc1ccc(O)c(O)c1)C(=O)O
0,test,NC(CCC(=O)O)C(=O)O
0,training,NC(N)=NC(N)=NCCc1ccccc1
1,training,NC(N)=Nc1nc(CSCCNc2nsnc2N)cs1
0,training,NC1=NC(=O)C(c2ccccc2)O1
0,training,NC1=NCN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1
1,training,Nc1c(Br)cc(Br)c2c1C(=O)c1ccccc1C2=O
0,training,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl
0,training,Nc1c(Cl)cc(Cl)cc1Cl
0,training,Nc1c(F)c(N)c(F)c(F)c1F
0,training,Nc1cc([N+](=O)[O-])ccc1C(=O)O
1,training,Nc1cc([N+](=O)[O-])ccc1O
0,training,Nc1cc(Cl)c(-c2cc(Cl)c(N)cc2Cl)cc1Cl
0,training,Nc1cc(Cl)c(N)c(Cl)c1
0,training,Nc1cc(Cl)cc(C(=O)O)c1Cl
1,training,Nc1cc(S(=O)(=O)[O-])cc2c1C(=O)/C(=N/Nc1ccc(-c3ccc(N/N=C4\C(=O)c5c(N)cc(S(=O)(=O)[O-])cc5C=C4S(=O)(=O)[O-])cc3)cc1)C(S(=O)(=O)[O-])=C2
1,training,Nc1cc(S(=O)(=O)[O-])cc2c1C(=O)/C(=N\Nc1ccc(-c3ccc(N/N=C4\C(=O)c5c(N)cc(S(=O)(=O)[O-])cc5C=C4S(=O)(=O)[O-])c(O)c3)cc1O)C(S(=O)(=O)[O-])=C2
0,training,Nc1ccc(/C=C/c2ccc(N)cc2S(=O)(=O)[O-])c(S(=O)(=O)[O-])c1
0,training,Nc1ccc([N+](=O)[O-])cc1
0,training,Nc1ccc([N+](=O)[O-])cc1N
1,training,Nc1ccc([N+](=O)[O-])cc1O
1,training,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl
1,training,Nc1ccc(-c2ccc(N)c(N)c2)cc1N
1,training,Nc1ccc(-c2ccc(N)cc2)cc1
1,training,Nc1ccc(-c2ccccc2)cc1
0,training,Nc1ccc(-c2ccccc2)cc1O
1,training,Nc1ccc(Cc2ccc(N)cc2)cc1
1,training,Nc1ccc(Cl)c(N)c1
1,training,Nc1ccc(Cl)cc1N
0,training,Nc1ccc(N(CCO)CCO)cc1
0,training,Nc1ccc(N)c([N+](=O)[O-])c1
0,training,Nc1ccc(N)c(Cl)c1
1,training,Nc1ccc(N)c2c1C(=O)c1c(N)ccc(N)c1C2=O
0,training,Nc1ccc(N)cc1
1,training,Nc1ccc(N=Nc2ccc(-c3ccc(N=Nc4c(S(=O)(=O)[O-])cc5c(c4N)C(=O)/C(=N/Nc4ccccc4)C(S(=O)(=O)[O-])=C5)cc3)cc2)c(N)c1
1,training,Nc1ccc(N=Nc2ccccc2)c(N)n1
0,training,Nc1ccc(Nc2ccccc2)cc1
0,training,Nc1ccc(NCCO)c([N+](=O)[O-])c1
1,training,Nc1ccc(O)c([N+](=O)[O-])c1
0,training,Nc1ccc(O)c(N)c1
1,training,Nc1ccc(Oc2ccc(Cl)cc2)cc1
1,training,Nc1ccc(Oc2ccc(N)cc2)cc1
1,training,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
1,training,Nc1ccc(Sc2ccc(N)cc2)cc1
1,training,Nc1ccc2c(c1)C(=O)c1ccccc1C2=O
1,training,Nc1ccc2c(c1)oc1ccccc12
1,training,Nc1ccc2ccccc2c1
1,training,Nc1ccc2nc3ccccn3c2n1
0,training,Nc1cccc(N)c1
1,training,Nc1cccc2c(N)cccc12
0,training,NC1CCCCC1
0,training,Nc1ccccc1C(=O)O
1,training,Nc1ccccc1C(=O)OC/C=C/c1ccccc1
0,training,Nc1ccccc1-c1ccccc1
1,training,Nc1ccccc1N
0,training,Nc1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
1,test,Nc1nc(=S)c2ncn([C@H]3C[C@H](O)[C@@H](CO)O3)c2[nH]1
1,training,Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1
0,training,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
0,valid,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1
1,valid,Nc1nc(N)nc(-c2ccc([N+](=O)[O-])o2)n1
0,training,Nc1nc(N)nc(-c2ccccc2)n1
1,training,Nc1nc(N)nc(N)n1
1,training,Nc1ncc([N+](=O)[O-])s1
1,training,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
1,training,Nc1nnc(-c2ccc([N+](=O)[O-])o2)o1
1,training,Nc1nnc(-c2ccc([N+](=O)[O-])o2)s1
1,training,NCC1(CC(=O)O)CCCCC1
0,training,NCCc1ccc(O)c(O)c1
0,training,NCCCC(N)(C(=O)O)C(F)F
0,training,NCCCCCC(=O)O
1,training,NCCCCCCCCCCC(=O)O
0,valid,NCCNc1cccc2ccccc12
1,training,NNC(=O)c1ccncc1
1,training,NNc1nc(-c2ccc([N+](=O)[O-])cc2)cs1
1,training,NNc1nc(-c2ccc([N+](=O)[O-])o2)cs1
1,training,NNc1nc(-c2ccc(N)cc2)cs1
0,training,NNc1nc(-c2ccccc2)cs1
0,valid,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
0,training,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
1,training,O[C@@H]([C@H](O)[C@@H](O)CBr)[C@@H](O)CBr
1,valid,O[C@H](CBr)[C@H](O)[C@H](O)[C@@H](O)CBr
0,training,O[C@H](CNCCCl)[C@@H](O)[C@H](O)[C@H](O)CNCCCl
0,training,O=[N+]([O-])/C=C/c1ccccc1
0,training,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
0,training,O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
0,training,O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO
1,test,O=[N+]([O-])c1cc[n+]([O-])c2ccccc12
1,valid,O=[N+]([O-])c1ccc(-c2cnc3ccccn23)o1
1,training,O=[N+]([O-])c1ccc(-c2cscn2)o1
1,training,O=[N+]([O-])c1ccc(-c2nc(N(CCO)CCO)c3ccccc3n2)s1
1,training,O=[N+]([O-])c1ccc(-c2nc(N3CCOCC3)c3ccccc3n2)s1
1,training,O=[N+]([O-])c1ccc(-c2nc(NCCO)c3ccccc3n2)s1
0,training,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1
0,training,O=[N+]([O-])c1ccc(Cl)cc1
1,training,O=[N+]([O-])c1ccc(Nc2ccc(Nc3ccccc3)c(S(=O)(=O)[O-])c2)c([N+](=O)[O-])c1
0,training,O=[N+]([O-])c1ccc(NCCO)c(OCCO)c1
1,training,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1
1,valid,O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2
1,training,O=[N+]([O-])c1ccc2c3c(cccc13)CC2
1,training,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34
0,training,O=[N+]([O-])c1ccc2nc[nH]c2c1
0,training,O=[N+]([O-])c1ccc2ncccc2c1
0,training,O=[N+]([O-])c1cccc2ccccc12
1,training,O=[N+]([O-])c1cccc2cccnc12
1,training,O=[N+]([O-])c1ccccc1
0,valid,O=[N+]([O-])c1ccccc1Cl
0,training,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]
1,training,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-]
0,training,O=C([O-])C1=NN(c2ccc(S(=O)(=O)[O-])cc2)C(=O)/C1=N\Nc1ccc(S(=O)(=O)[O-])cc1
0,training,O=C([O-])c1cc(=O)[nH]c(=O)[nH]1
1,training,O=C([O-])c1cc(N=Nc2ccc(-c3ccc(N/N=c4\c(=O)cc/c(=N\Nc5cc(S(=O)(=O)[O-])ccc5[O-])c4=O)cc3)cc2)ccc1[O-]
0,training,O=C([O-])c1ccccc1
0,training,O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12
0,training,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-]
0,training,O=C([O-])CCC(=O)O
1,valid,O=C([O-])CN(CC(=O)[O-])CC(=O)[O-]
0,training,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)[O-]
0,training,O=C([O-])CNCC(=O)O
0,training,O=C(c1ccccc1)C(O)c1ccccc1
0,valid,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1
0,training,O=C(CCl)c1ccccc1
0,training,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
0,training,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
1,training,O=C(Nc1ccc2c(c1)Cc1ccccc1-2)C(F)(F)F
0,training,O=C(Nc1cccc2c(=O)cc(-c3nn[nH]n3)oc12)c1ccc(OCCCCc2ccccc2)cc1
1,valid,O=C(Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1)C(F)(F)F
0,training,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
1,training,O=C(O)/C=C/c1ccc(O)c(O)c1
1,training,O=C(O)[C@@H]1[C@H](C(=O)O)[C@@]2(Cl)C(Cl)=C(Cl)[C@]1(Cl)C2(Cl)Cl
0,training,O=C(O)C1=C/C(=N/Nc2ccc(C(=O)O)cc2)C=CC1=O
1,training,O=C(O)C1=C/C(=N\Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O
0,training,O=C(O)c1cc(O)c(O)c(O)c1
0,test,O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]
1,training,O=C(O)c1ccc([N+](=O)[O-])cc1
0,training,O=C(O)c1ccc(O)c(O)c1
0,training,O=C(O)c1ccccc1
0,training,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12
0,training,O=C(O)CC(O)(CC(=O)O)C(=O)O
0,training,O=C(O)CC[N+](=O)[O-]
0,training,O=C(O)CCCC/C=C(\c1ccccc1)c1cccnc1
1,training,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1
1,training,O=C(O)CN(CC(=O)O)CC(=O)O
0,training,O=C(O)COc1cc(Cl)c(Cl)cc1Cl
0,training,O=C(O)COc1ccc(Cl)cc1Cl
0,training,O=C(OOC(=O)c1ccccc1)c1ccccc1
1,training,O=C/C=C/[O-]
0,training,O=C/C=C/c1ccccc1
0,valid,O=C1/C(=C2\Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21
0,training,O=C1/C(=N\Nc2ccc(S(=O)(=O)[O-])c3ccccc23)C=C(S(=O)(=O)[O-])c2ccccc21
0,training,O=c1[nH]c(=O)n(C2CCCO2)cc1F
0,training,O=c1[nH]cc(F)c(=O)[nH]1
1,training,O=c1[nH]nc(-c2ccc([N+](=O)[O-])o2)o1
0,training,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
0,training,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CCO
1,valid,O=C1C(S(=O)(=O)[O-])=Cc2cc(S(=O)(=O)[O-])ccc2/C1=N/Nc1ccc(S(=O)(=O)[O-])c2ccccc12
1,valid,O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1
0,training,O=C1C=C2C(=CCOC2O)O1
1,training,O=C1C=Cc2cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c2/C1=N/Nc1ccc(S(=O)(=O)[O-])c2ccccc12
0,training,O=C1C=Cc2cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c2/C1=N/Nc1ccccc1
0,training,O=C1C=Cc2cc(S(=O)(=O)[O-])ccc2/C1=N/Nc1ccc(S(=O)(=O)[O-])cc1
0,training,O=C1C=Cc2ccccc2/C1=N/Nc1ccc2ccccc2c1S(=O)(=O)[O-]
1,training,O=C1C=Cc2ccccc2/C1=N/Nc1ccccc1
1,training,O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl
1,training,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl
1,valid,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl
1,training,O=C1c2cccc(O)c2C(=O)c2c(O)cccc21
1,test,O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1
1,valid,O=C1c2ccccc2C(=O)c2c(O)c(O)cc(O)c21
1,training,O=C1c2ccccc2C(=O)c2c(O)cccc21
1,test,O=C1c2ccccc2C(=O)c2ccccc21
0,training,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl
0,training,O=c1c2ccccc2c2ccc3c(=O)c4ccccc4c4ccc1c2c34
0,valid,O=C1CC(=O)NC(=O)N1
1,training,O=c1cc[nH]c(=O)[nH]1
1,training,O=c1cc[nH]c(=S)[nH]1
0,training,O=c1ccc(=O)[nH][nH]1
0,training,O=C1CCC(=O)O1
1,training,O=c1ccc2ccccc2o1
1,training,O=C1CCc2ccccc2O1
0,training,O=C1CCCCC1
0,training,O=C1CCCCCN1
0,training,O=C1CCCO1
0,training,O=C1CCN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1
1,training,O=C1CCO1
1,training,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1
0,training,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1
1,training,O=C1N(CCO)CCN1/N=C/c1ccc([N+](=O)[O-])o1
1,valid,O=C1N=S(=O)([O-])c2ccccc21
0,training,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
1,training,O=C1NC(c2ccc([N+](=O)[O-])s2)Nc2ccccc21
0,training,O=c1nc[nH]c2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
0,training,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O
1,training,O=C1NCCN1/N=C/c1ccc([N+](=O)[O-])o1
0,training,O=C1NS(=O)(=O)c2ccccc21
1,training,O=C1O[C@@H](CN2CCOCC2)CN1/N=C/c1ccc([N+](=O)[O-])o1
0,training,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
0,training,O=C1O[C@H]([C@H](O)C[O-])C(O)=C1O
0,training,O=C1OC(=O)c2ccccc21
0,training,O=C1OC(C(O)CO)C([O-])=C1O
1,training,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21
1,training,O=C1OC(O)C(C(Cl)Cl)=C1Cl
0,training,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23
0,training,O=Cc1ccccc1
1,training,O=Cc1ccco1
0,valid,O=CC1CO1
0,training,O=CCCCC=O
1,training,O=CNc1nc(-c2ccc([N+](=O)[O-])o2)cs1
1,training,O=CNNc1nc(-c2ccc([N+](=O)[O-])o2)cs1
0,training,O=CNNc1nc(-c2ccco2)cs1
1,training,O=Nc1ccc(Nc2ccccc2)cc1
1,valid,O=Nc1ccc(NO)cc1
1,training,O=NN([O-])c1ccccc1
1,training,O=NN(c1ccccc1)c1ccccc1
0,valid,O=NN(CC(=O)O)CC(=O)O
0,training,O=NN(CC(F)(F)F)CC(F)(F)F
1,training,O=NN(CCCC(F)(F)F)CCCC(F)(F)F
1,training,O=NN(CCCl)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
1,valid,O=NN(CCO)C(=O)NCCCl
1,valid,O=NN(CCO)CC(O)CO
1,training,O=NN(CCO)CCO
0,training,O=NN1C[C@H](O)C[C@H]1C(=O)O
1,training,O=NN1CC(=O)NC1=O
1,training,O=NN1CC=CCC1
1,training,O=NN1CC=CCO1
1,training,O=NN1CCC(=O)NC1=O
1,training,O=NN1CCC(O)C1
0,training,O=NN1CCC[C@H]1C(=O)O
1,training,O=NN1CCCC1
1,training,O=NN1CCCC1c1ccc[n+]([O-])c1
1,training,O=NN1CCCC1c1cccnc1
1,training,O=NN1CCCCC1
0,training,O=NN1CCCCC1C(=O)O
1,valid,O=NN1CCCCC1c1cccnc1
1,training,O=NN1CCCCCCC1
1,training,O=NN1CCCCCCCCCCCC1
1,training,O=NN1CCCCO1
1,training,O=NN1CCCN(N=O)C1
1,valid,O=NN1CCCN(N=O)CC1
1,valid,O=NN1CCNCC1
0,training,O=NN1CCOC(O)C1
1,test,O=NN1CCOC1
1,training,O=NN1CCOC1=O
1,training,O=NN1CCOCC1
1,training,O=NN1CCSCC1
0,training,O=NN1CN2CN(C1)CN(N=O)C2
0,training,O=NN1CSCSC1
1,valid,O=P([O-])(OCC(Br)CBr)OCC(Br)CBr
1,training,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl
1,training,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr
1,training,O=P(OCCCl)(OCCCl)OCCCl
1,training,O=P1(N(CCCl)CCCl)NCCCO1
1,training,O=P1(NCCCl)OCCCN1CCCl
0,training,O=S(=O)([O-])NC1CCCCC1
0,training,O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
0,training,O=S1(=O)CC=CC1
1,training,O=S1(=O)CCCO1
0,training,O=S1(=O)N=C([O-])c2ccccc21
0,training,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
0,training,OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl
1,training,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
0,training,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
0,test,OC[C@H]1O[C@H](OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)[C@H](O)[C@@H](O)[C@@H]1O
0,training,OC[P+](CO)(CO)CO
0,training,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl
1,valid,Oc1c(Cl)cc(Cl)cc1Cl
1,training,Oc1cc2c(cc1O)[C@H]1c3ccc(O)c(O)c3OC[C@@]1(O)C2
0,training,Oc1ccc(Cl)cc1Cc1ccccc1
0,training,Oc1ccc(Cl)cc1Cl
1,valid,Oc1ccc(O)cc1
1,training,Oc1ccc2c(c1)OCO2
0,training,Oc1cccc(O)c1
0,training,Oc1cccc2cccnc12
0,training,Oc1ccccc1
1,training,Oc1ccccc1-c1ccccc1
1,training,Oc1ccccc1O
1,test,OCC(Br)CBr
1,training,OCC(CO)(CBr)CBr
0,training,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O
0,training,OCC(O)CCl
0,training,OCc1ccccc1
1,training,OCc1ccco1
1,training,OCC1CO1
0,valid,OCCN(CCO)c1nc(-c2cccs2)nc2ccccc12
0,training,OCCN(CCO)CCO
0,test,OCCNCCO
1,training,OCCOCCO
0,training,OCCOCCOCCO
1,training,OCN(CO)c1nc(N(CO)CO)nc(N(CO)CO)n1
1,training,ON=C1CCCC1
1,training,S=C([S-])NCCNC(=S)[S-]
0,training,S=C(NC1CCCCC1)NC1CCCCC1
1,training,S=C(SN1CCOCC1)N1CCOCC1
0,training,S=C=NCc1ccccc1
0,training,S=C=NCCc1ccccc1
0,training,S=C=NCCCc1ccccc1
0,training,S=C=NCCCCCCc1ccccc1
1,training,S=c1[nH]c2ccccc2s1
0,training,S=c1nc[nH]c2nc[nH]c12
1,training,S=C1NCCN1
1,training,S=P(N1CC1)(N1CC1)N1CC1
